namn,lan,luckor,url_fvof,spegel_url
Storsjöns och Vätternsjöarnas fvof,Västmanland,Ål,www.vattenagarna.se/vastmanlands-lans-fiskevattenagareforbund/?o=656,https://www.ifiske.se/fiske-storsjon-vatternsjoarna-hedstrommen.htm
Struven-Stora Le fvof,Värmland,Röding,,https://www.ifiske.se/fiske-foxen-stora-le.htm
Strånnasjöns fvof,Jönköping,Björkna; Gös; Lake; Nors; Ruda; Röding; Sarv; Signalkräfta; Sik; Siklöja; Vimma; Ål; Öring,,https://www.ifiske.se/fiske-svartan-tranas.htm
Stöcksjöns fvof,Västerbotten,Ruda,,https://www.ifiske.se/fiske-stocksjons-fvo.htm
Stödebygdens fvof,Västernorrland,Gös,,https://www.ifiske.se/fiske-stodesjon-mfl.-vatten.htm
Suljättens fvof,Jämtland,Abborre,,https://www.ifiske.se/fiske-kallsjon-gastjarn-utsulan-m-fl-vatten.htm
Summelns fvof,Värmland,Asp,www.vattenagarna.se/varmlands-lans-fiskevardsforbund/?o=752,https://www.ifiske.se/fiske-summeln.htm
Sundsjöns fvof,Jämtland,Mört,,https://www.ifiske.se/fiske-sundsjon-och-ovriga-vatten-inom-fvof.htm
Sunnansjö fvof,Dalarna,Flodkräfta; Ruda,,https://www.ifiske.se/fiske-bysjon-saxen-noren-m-fl-vatten.htm
Surahammars fvof,Västmanland,Ruda; Signalkräfta,www.surafvof.com/,https://www.ifiske.se/fiske-magsjon-ostersjon-vastersjon-samt-del-av-kolbacksan.htm
Svansjöarnas fvof,Värmland,Sik,www.svansjöarnas.fvo,https://www.ifiske.se/fiske-svansjoarna-ammeskogsjon-eldan-mfl.htm
Svansjöarnas fvof,Västmanland,Id,,https://www.ifiske.se/fiske-langsvan-och-lillsvan.htm
Svartsjöarnas fvof,Jämtland,Regnbåge,,https://www.ifiske.se/fiske-norra-svartsjon-mellansvartsjon-och-sodra-svartsjon.htm
Svartåns fvof,Jönköping,Röding; Sik; Siklöja,,https://www.ifiske.se/fiske-svartan-tranas.htm
Svedje-Västanede-Övsjö fvof,Jämtland,Ruda; Ål,,https://www.ifiske.se/fiske-svedje-vastanede-ovsjo-fvo.htm
Svenstaåns fvof,Jämtland,Nors,,https://www.ifiske.se/fiske-svenstaan-m-fl-vatten.htm
Svinstadssjöns fvof,Östergötland,Björkna; Lake; Ruda; Sutare; Ål,,https://www.ifiske.se/fiske-svinstadsjon.htm
Svärdsjön-Ågsjöns fvof,Dalarna,Bäckröding; Id,,https://www.ifiske.se/fiske-svardsjon-agsjon.htm
Säbysjöns fvof,Jönköping,Signalkräfta; Öring,www.sabysjon.se/,https://www.ifiske.se/fiske-sabysjon.htm
Sällsjö fvof,Jämtland,Sik,,https://www.ifiske.se/fiske-sallsjo-fvof-sallsjon-baksjon-med-tillhorande-vatten.htm
Särna-Idre fvof,Dalarna,Regnbåge; Stäm,,https://www.ifiske.se/fiske-sarna-idre.htm
Säters fvof,Dalarna,Regnbåge; Sarv; Signalkräfta; Sik; Siklöja; Stäm; Sutare,,https://www.ifiske.se/fiske-sater.htm
Sävelångens fvof,Västra Götaland,Signalkräfta,www.vattenagarna.se/fiskevattenagarna-i-vastra-sverige/?o=681,https://www.ifiske.se/fiske-savelangen-lillelangen.htm
Sävsjöortens fvof,Jönköping,Signalkräfta,,https://www.ifiske.se/fiske-eksjohovgardssjon.htm
Södra Bunns fvof,Jönköping,Siklöja,www.bunnfiske.se/,https://www.ifiske.se/fiske-bunn-norra-och-mellan.htm
Södra Hörkens fvof,Örebro,Nors; Stensimpa,www.grangesfiske.se,https://www.ifiske.se/fiske-sodra-horken-stora-avlangen-m-fl-vatten.htm
Södra Lelångs fvof,Västra Götaland,Regnbåge; Signalkräfta; Siklöja; Ål,lelang.se,https://www.ifiske.se/fiske-sodra-lelang.htm
Södra Mieåns fvof,Blekinge,Björkna; Id,www.vattenagarna.se/blekinge-lans-radslagsgrupp/?o=848,https://www.ifiske.se/fiske-sodra-mieans-fvof.htm
Södra Sämsjöns fvof,Västra Götaland,Gös; Sarv,www.vattenagarna.se/sodra-alvsborgs-fiskevattenagareforbund/?o=534,https://www.ifiske.se/fiske-sodra-samsjon.htm
Sölje fvof,Värmland,Gärs; Sik; Ål,,https://www.ifiske.se/fiske-solje-fvof-spjuttjarn-slojtjarn-morttjarn-st-lesjon-mfl.htm
Sörabysjöns fvof,Kronoberg,Ruda; Sarv; Ål,,https://www.ifiske.se/fiske-sorabysjon.htm
Sörbergens fvof,Västra Götaland,Asp; Björkna; Braxen; Färna; Id; Ruda; Röding; Sarv; Sik; Sutare,,https://www.ifiske.se/fiske-gula-kortet-goteborg.htm
Sörbygdens fvof,Jämtland,Flodkräfta,www.sorbygdenfiske.se/,https://www.ifiske.se/fiske-giman-konsttjarnen-astjarnen-m-fl-vatten.htm
Sösjön-Hemsjön-Gråsjöns fvof,Jämtland,Björkna; Braxen; Mört; Ruda; Signalkräfta; Sutare,,https://www.ifiske.se/fiske-aredasjon-vikasjon-m-fl-vatten.htm
Sötåsasjöns fvof,Jönköping,Signalkräfta,,https://www.ifiske.se/fiske-sotasasjon.htm
Tabergsåns fvof,Jönköping,Bäckröding; Harr,,https://www.ifiske.se/fiske-tabergsan-samt-mansarpasjon.htm
Tallsjö fvof,Västerbotten,Björkna; Flodkräfta; Gärs; Karp; Nors; Ruda; Sarv; Signalkräfta; Sutare; Ål,,https://www.ifiske.se/fiske-sportfiska-i-sovdesjon-ab-sovdesjon-.htm
Tedensjöarnas fvof,Östergötland,Sarv,,https://www.ifiske.se/fiske-tedensjoarna-gersken-och-losjon.htm
Tisarens fvof,Örebro,Flodkräfta; Karp,,https://www.ifiske.se/fiske-sportfiska-i-sovdesjon-ab-sovdesjon-.htm
Tjurken-Kalvens fvof,Jönköping,Lake; Signalkräfta,,https://www.ifiske.se/fiske-tjurken-kalven.htm
Tolken i Marks fvof,Västra Götaland,Björkna,www.vattenagarna.se/sodra-alvsborgs-fiskevattenagareforbund/?o=537,https://www.ifiske.se/fiske-tolkens-marks-fvof-mark-tolken.htm
Torsbo-Rotenäs fvof,Västra Götaland,Björkna,,https://www.ifiske.se/fiske-lillesjon-rotenassjon-halsjon.htm
Torserydssjöns fvof,Kronoberg,Lake; Ål,,https://www.ifiske.se/fiske-torserydssjon.htm
Transjön och Svansjöns fvof,Halland,Karp,,https://www.ifiske.se/fiske-transjon-svansjon-m-fl-vatten.htm
Transtrands fvof,Dalarna,Stäm; Ål,www.transtrandfiske.se,https://www.ifiske.se/fiske-vasterdalalven-horrmunden-m-fl-vatten.htm
Trollebosjöns fvof,Jönköping,Karp; Signalkräfta; Siklöja,,https://www.ifiske.se/fiske-varnen-trollebosjon.htm
Trosaåns fvof,Södermanland,Asp; Faren; Gös; Havsöring; Nors; Regnbåge; Ruda; Sarv; Stäm; Ål,,https://www.ifiske.se/fiske-trosaan.htm
Trångforsens fvof,Norrbotten,Havsöring; Sik; Öring,,https://www.ifiske.se/fiske-trangforsens.htm
Täfternsjöarnas fvof,Östergötland,Björkna; Gärs; Karp; Ruda,www.vattenagarna.se/ostergotlands-lans-fiskevattenagareforbund/?o=691,https://www.ifiske.se/fiske-sportfiska-i-sovdesjon-ab-sovdesjon-.htm
Tälje-Näsets fvof,Västernorrland,Sarv,,https://www.ifiske.se/fiske-torringen-overtjarn-nedertjarn.htm
Törn-Törngöls fvof,Kalmar,Signalkräfta,,https://www.ifiske.se/fiske-torn-och-torngols-fvof.htm
Tösjön Häcksjöns fvof,Västra Götaland,Asp; Björkna; Braxen; Färna; Ruda; Röding; Sarv; Sik; Sutare; Ål; Öring,,https://www.ifiske.se/fiske-gula-kortet-goteborg.htm
Ullvetterns fvof,Värmland,Ruda; Sutare,,https://www.ifiske.se/fiske-ullvettern-frovettern-kvaggen-mfl.htm
Uskens fvof,Örebro,Gös; Sutare,www.usken.se,https://www.ifiske.se/fiske-fasjons-fvof.htm
Vadjungens fvof,Värmland,Flodkräfta,,https://www.ifiske.se/fiske-vadjungen-hemsjon-kolaalven-m-fl-vatten.htm
Vaggerydsortens fvof,Jönköping,Id; Nors; Signalkräfta,www.vattenagarna.se/jonkopings-lans-fiskevattenagareforbund/?o=869,https://www.ifiske.se/fiske-fangen-sandsjon-tangsjon-och-karingasjon.htm
Valdshults fvof,Jönköping,Gös,,https://www.ifiske.se/fiske-norra-vallsjon.htm
Vallbyåns fvof,Gävleborg,Karp; Röding,www.ifiske.se/fiske-vallbyans.htm,https://www.ifiske.se/fiske-vallbyans.htm
Vallsjöns fvof,Jönköping,Braxen; Signalkräfta,www.vallsjonsfvo.se/,https://www.ifiske.se/fiske-vallsjon.htm
Valsansjöarnas fvof,Dalarna,Signalkräfta,,https://www.ifiske.se/fiske-ovre-valsan-mellan-valsan-nedre-valsan-mfl.htm
Vassjöns fvof,Värmland,Braxen; Gärs; Sarv,,https://www.ifiske.se/fiske-vassjons-fvo.htm
Vaxsjöns fvof,Skåne,Gädda; Gös; Mört; Sutare,www.Vaxsjon.se,https://www.ifiske.se/fiske-vaxsjon.htm
Vedevåg-Högstaboda fvof,Örebro,Braxen; Gös; Sutare,www.vattenagarna.se/orebro-lans-fiskevattenagareforbund/?o=611,https://www.ifiske.se/fiske-vedevagssjon-vagaren-hogstabosjon.htm
Venjanssjöns fvof,Dalarna,Id; Siklöja; Ål,,https://www.ifiske.se/fiske-venjanssjon.htm
Vesljungasjöns fvof,Skåne,Signalkräfta; Ål,,https://www.ifiske.se/fiske-vesljungasjon.htm
Vindommens fvof,Östergötland,Ål,www.vindommen.com,https://www.ifiske.se/fiske-vindommen.htm
Viren mfl sjöars fvof,Kronoberg,Ruda,www.virenfiske.se,https://www.ifiske.se/fiske-virens-fvo-viren-med-flera-sjoars-fiskevardsomrade.htm
Vrångsälvens fvof,Värmland,Björkna; Braxen; Ruda,edafiske.se/,https://www.ifiske.se/fiske-vrangsalven-m-fl-tjarnar.htm
Väglasjöarnas fvof,Kronoberg,Flodkräfta,www.ifiske.se/fiske-vaglasjon-vitasjon-svartasjon.htm,https://www.ifiske.se/fiske-vaglasjon-vitasjon-svartasjon.htm
Välens fvof,Kalmar,Lake; Signalkräfta; Sutare; Ål,www.vattenagarna.se/kalmar-lans-fiskevattenagareforbund/?o=586,https://www.ifiske.se/fiske-valens-fvof.htm
Vällens fvof,Uppsala,Signalkräfta; Stensimpa; Vimma; Ål,,https://www.ifiske.se/fiske-vallen.htm
Vänneåns fvof,Kronoberg,Sutare,www.vattenagarna.se/kronobergs-lans-fiskevattenagareforbund/?o=345,https://www.ifiske.se/fiske-vannean-grysshultasjon-vannesjon-och-ljungsjon.htm
Värmens fvof,Jönköping,Signalkräfta,,https://www.ifiske.se/fiske-stora-varmen-och-lilla-varmen.htm
Västansjö fvof,Värmland,Björkna; Flodkräfta; Sutare,,https://www.ifiske.se/fiske-vastansjo-fvof.htm
Västanå-Östby fvof,Västernorrland,Abborre; Bäckröding; Gädda; Röding; Sik,,https://www.ifiske.se/fiske-vastana-ostby-fvof.htm
Väster - Lovsjö fvof,Jönköping,Gös,www.vattenagarna.se/jonkopings-lans-fiskevattenagareforbund/?o=904,https://www.ifiske.se/fiske-granarpssjon-vastersjon-lovsjon.htm
Västerlösa-Älvestads fvof,Östergötland,Öring,www.vattenagarna.se/ostergotlands-lans-fiskevattenagareforbund/?o=63,https://www.ifiske.se/fiske-svartan-vasterlosa-alvestad.htm
Västra Mölndalsåns fvof,Jönköping,Björkna; Braxen; Flodkräfta; Gärs; Karp; Mört; Nors; Ruda; Sarv; Signalkräfta; Sutare; Ål,,https://www.ifiske.se/fiske-sportfiska-i-sovdesjon-ab-sovdesjon-.htm
Västra Valbo fvof,Gävleborg,Ål,,https://www.ifiske.se/fiske-vastra-valbo.htm
Västra Vättlefjälls fvof,Västra Götaland,Asp; Björkna; Braxen; Färna; Id; Ruda; Röding; Sarv,www.sportfiskarna.se/fiske/fiskevatten/fiske-i-goteborg/gula-kortet/,https://www.ifiske.se/fiske-gula-kortet-goteborg.htm
Yasjöns fvof,Halland,Ål,,https://www.ifiske.se/fiske-yasjons-fvof-yasjon.htm
Yasjöns och Nejsjöns fvof,Halland,Lake; Ål,,https://www.ifiske.se/fiske-yasjon-nejsjon-abrunnen.htm
Ygdens fvof,Kronoberg,Asp; Björkna; Gärs; Ruda; Signalkräfta,,https://www.ifiske.se/fiske-ygden.htm
Ylens fvof,Jönköping,Signalkräfta,www.ylen-fiske.se,https://www.ifiske.se/fiske-ylen.htm
Ymsens fvof,Västra Götaland,Flodkräfta; Karp,www.skaraborgsfiske.se/ymsen/,https://www.ifiske.se/fiske-sportfiska-i-sovdesjon-ab-sovdesjon-.htm
Yngens fvof,Värmland,Regnbåge; Ål,,https://www.ifiske.se/fiske-yngen.htm
Ytterhogdals fvof,Jämtland,Abborre; Regnbåge; Röding; Sik,,https://www.ifiske.se/fiske-ytterhogdals.htm
Yttre Lemesjöns fvof,Västernorrland,Regnbåge; Röding,,https://www.ifiske.se/fiske-yttre-lemesjon-sonnerstjarn-langtjarn-m-fl-vatten.htm
Yxesjöarnas fvof,Värmland,Bäckröding; Id; Regnbåge; Ruda; Sarv; Sutare; Ål,,https://www.ifiske.se/fiske-yxesjoarna-mjogesjoarna-m-fl-vatten.htm
Yxskaftkälens fvof,Jämtland,Björkna; Braxen; Flodkräfta; Gärs; Karp; Nors; Ruda; Sarv; Signalkräfta; Sutare; Ål,,https://www.ifiske.se/fiske-sportfiska-i-sovdesjon-ab-sovdesjon-.htm
Älgsjöns fvof,Värmland,Ål,,https://www.ifiske.se/fiske-algsjon-m-fl-tjarnar.htm
Ämmerns fvof,Östergötland,Sutare,www.vattenagarna.se/ostergotlands-lans-fiskevattenagareforbund/?o=696,https://www.ifiske.se/fiske-ammern.htm
Äppelbo fvof,Dalarna,Björkna; Flodkräfta; Id; Signalkräfta; Ål,,https://www.ifiske.se/fiske-vasterdalalven-busjon-m-fl-vatten.htm
Ärlångens-Rengensjöarnas fvof,Östergötland,Ruda; Signalkräfta; Ål,,https://www.ifiske.se/fiske-arlangen-rengensjoarnas-fvof.htm
Ärrsjöns fvof,Västra Götaland,Regnbåge; Sutare; Ål,,https://www.ifiske.se/fiske-arrsjon.htm
Ärtingens fvof,Västra Götaland,Braxen; Gärs; Lake; Mört; Nors; Sarv; Sik; Sutare; Ål; Öring,,https://www.ifiske.se/fiske-artingens-fvof-artingen.htm
Ätrans nedre fvof,Halland,Regnbåge; Sarv; Siklöja; Stensimpa,www.vattenagarna.se/hallands-lans-radslagsgrupp/?o=861,https://www.ifiske.se/fiske-atrans-nedre-fvof.htm
Åby älvs nedre fvof,Västerbotten,Havsöring; Id; Nors; Regnbåge; Sik; Ål,abyalven.se/,https://www.ifiske.se/fiske-abyalven-m-fl-vatten.htm
Åby älvs övre fvof,Västerbotten,Bäckröding,,https://www.ifiske.se/fiske-aby-alvs-ovre-fiskevardsomrade.htm
Åkersjöns fvof,Jämtland,Björkna; Braxen; Flodkräfta; Gärs; Karp; Mört; Nors; Sarv; Signalkräfta; Sutare; Ål,,https://www.ifiske.se/fiske-sportfiska-i-sovdesjon-ab-sovdesjon-.htm
Åklångs fvof,Västra Götaland,Sarv,,https://www.ifiske.se/fiske-aklangs-fvo-aklangen-lillesjo-glycksjon-glyckso-ande.htm
Åkulla fvof,Halland,Signalkräfta,,https://www.ifiske.se/fiske-yasjon-antasjon-och-stora-asjon.htm
Åländerns fvof,Östergötland,Gös; Sarv,www.vattenagarna.se/ostergotlands-lans-fiskevattenagareforbund/?o=692,https://www.ifiske.se/fiske-alandern-m-fl-vatten.htm
Åmans fvof,Västerbotten,Havsöring; Lax,,https://www.ifiske.se/fiske-aman-amsele.htm
Åmmelången-Kärrafjärdens fvof,Örebro,Ruda,,https://www.ifiske.se/fiske-ammelangens-fvof.htm
Åmots fvof,Gävleborg,Braxen; Ål,,https://www.ifiske.se/fiske-amots-fvo.htm
Åmänningens fvof,Västmanland,Asp; Braxen,,https://www.ifiske.se/fiske-amanningen.htm
Åreda-Vikasjönssjöns fvof,Kronoberg,Björkna; Braxen; Ruda; Signalkräfta; Sutare,,https://www.ifiske.se/fiske-aredasjon-vikasjon-m-fl-vatten.htm
Åsens fvof,Västra Götaland,Lax,,https://www.ifiske.se/fisketips-kommunfiskekort-dals-ed.htm
Åsnens fvof,Kronoberg,Stensimpa,asnensfvo.se/,https://www.ifiske.se/fiske-asnen.htm
Ö Frölunda-Mårdaklevs fvof,Västra Götaland,Färna; Id; Sarv,,https://www.ifiske.se/fiske-atran-storasjon-gummasjoarna-mfl.htm
Ödevatens fvof,Kalmar,Signalkräfta,www.odevatagardshotell.se/,https://www.ifiske.se/fiske-odevaten-norrsjon.htm
Öfjärdens fvof,Västernorrland,Gös; Lake; Siklöja,,https://www.ifiske.se/fiske-ofjardens-fvof-klingresjon-alvsjosjon-vikesjon-ofjarden.htm
Öjarens fvof,Kronoberg,Ruda; Ål,,https://www.ifiske.se/fiske-ojaren-byasjon-skarsjon-och-bastesjons-fvo.htm
Öjebro-Vågforsens fvof,Östergötland,Asp; Flodkräfta; Ruda,www.vattenagarna.se/ostergotlands-lans-fiskevattenagareforbund/?o=139,https://www.ifiske.se/fiske-svartan-ojebro-vagforsen.htm
Öjens fvof,Kronoberg,Ruda,,https://www.ifiske.se/fiske-ojen-hedasjon-m-fl-sjoar.htm
Önskasjöns fvof,Västernorrland,Kanadaröding; Mal; Ål,,https://www.ifiske.se/fiske-onskasjon-fvo.htm
Öresjöarnas fvof,Västra Götaland,Ruda; Sik,www.vattenagarna.se/sodra-alvsborgs-fiskevattenagareforbund/?o=505,https://www.ifiske.se/fiske-oresjoarnas-fvof-vastra-och-ostra-oresjon.htm
Örlens fvof,Västra Götaland,Bäckröding; Signalkräfta,orlen.nu/,https://www.ifiske.se/fiske-orlen.htm
Örsjön-Lillasjöns fvof,Kronoberg,Faren,www.orsjon-lillasjon.se/,https://www.ifiske.se/fiske-orsjon-lillasjon.htm
Örsjöns fvof,Västra Götaland,Asp; Faren; Färna,www.orsjon.se,https://www.ifiske.se/fiske-orsjon.htm
Östansjö-Remmarns fvof,Västernorrland,Harr; Regnbåge,,https://www.ifiske.se/fiske-ostansjo-remmarns-fvof.htm
Östby fvof,Gävleborg,Ruda; Siklöja,,https://www.ifiske.se/fiske-ostby-fvof-testeboan-vittersjon-norrtjarn-gnottjarn.htm
Östra Lägerns fvof,Östergötland,Stensimpa,www.ostralagern.se/,https://www.ifiske.se/fiske-ostra-lagern.htm
Östra Örekilsälvens fvof,Västra Götaland,Lax,,https://www.ifiske.se/fisketips-kommunfiskekort-dals-ed.htm
Östra Örtens fvof,Värmland,Braxen; Siklöja,www.vattenagarna.se/varmlands-lans-fiskevardsforbund/?o=389,https://www.ifiske.se/fiske-ostra-orten.htm
Övrasjöns fvof,Jönköping,Signalkräfta,,https://www.ifiske.se/fiske-ovrasjon.htm
Övre Gideälvens fvof,Västernorrland,Braxen; Bäckröding; Flodkräfta; Id; Regnbåge; Röding; Sik,,https://www.ifiske.se/fiske-ovre-gidealvens.htm
Övre Gimåns fvof,Jämtland,Bäckröding; Flodkräfta; Signalkräfta; Stensimpa; Ål,gimriver.se/,https://www.ifiske.se/fiske-flottringen-bensjon-bodtjarn-dysjon.htm
Övre Vattudalens fvof,Jämtland,Mört,www.vattenagarna.se/jamtlands-lans-fiskevattenagareforbund/?o=1067,https://www.ifiske.se/fiske-svaningssjon-straken-fagelsjon-m-fl.htm
Övre Öjåns fvof,Jämtland,Gädda; Mört; Sik,www.vattenagarna.se/jamtlands-lans-fiskevattenagareforbund/?o=817,https://www.ifiske.se/fiske-ojarssjons-ojan-hundvagen-m-fl-vatten.htm
